Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
Jurkat_DMSO_rep1,0,4.40137706570236,1.68272746930065,0.309149541206925,1.38154253884777,0.918248162911248,4.9275600925019,0,0.824352953905175,0.572335524668638,13.6206048704709
Jurkat_DMSO_rep2,0,4.3396644096785,1.77347789101636,0.253980484293784,1.33424760310505,0.938612418539998,5.02849672517648,0,0.822159430940903,0.575514461285069,13.6684795318102
Jurkat_UNC1999_rep1,0.168363231618283,3.20517934034965,1.61657395284822,1.77464895291595,2.42276965396396,0.0268772306623256,2.40036302584179,0,0.833224199664361,0.560795173713644,11.6147753882002
Jurkat_UNC1999_rep2,0.167743592393819,3.20575075294964,1.60628618471478,1.78769227162078,2.48487159738079,0.0117775449679727,2.40464752173264,0,0.832454032509549,0.562085859814248,11.6687694657604
