Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
K1_DMSO,3.16826778682239,11.1492200924045,8.89116447303396,3.22643477565029,0.8573568379127,0,8.31338892762456,0,0.757237423107159,0.790386787902697,35.6058328934484
K1_I50,2.35145922815857,11.7092745282577,10.9888484050222,0,0.805786844419004,0,6.77614989041482,0,0.754645832980522,0.788607166274361,32.6315188962723
K1_I500,0.406216741091628,11.1613462430674,10.3152437012486,0,0.167123754846501,0,7.30349145541215,0,0.703241738143035,0.811045211730631,29.3534218956662
K1_I5000,0.464020747758069,11.6191762182187,11.3374339849767,0,0.345311356337084,0,7.78010055038613,0,0.673529968861154,0.823225398387897,31.5460428576767
K2_DMSO,2.24681322615119,13.4813211428215,9.11151059304466,5.0622029669079,0.930135641143307,0,7.38515885656018,0,0.724270812356071,0.803837908453266,38.2171424266288
K2_I50,2.91174366231247,13.8050090006523,9.1369269789874,1.9197436785648,0.998198378321251,0,6.67637896972542,0,0.73780127134534,0.79208969210772,35.4480006685637
K2_I500,3.07068258171934,14.9604306906828,7.16579770259987,2.04004499361153,2.31996463892493,0,7.57011851116099,0,0.66710235333582,0.815668863209149,37.1270391186994
K2_I5000,0.44099244187962,14.4878677226481,9.62052157888738,0,1.25022449207467,0,7.51619175460723,0,0.598275292531255,0.846609424446363,33.315797990097
K3_DMSO,3.08738582909333,14.51984435874,9.96180661486912,2.47094829658392,1.10466781122582,0,7.25920292401012,0,0.731350775548281,0.795998285557016,38.4038558345223
K3_I500,2.23380021643629,16.3458852775261,9.69861841180005,0,0.771453575228789,0,7.75654118393456,0,0.699094418552059,0.804283109906926,36.8062986649258
M1_I50,6.79930337762961,4.67845095882253,1.05442626568839,6.55144701582219,1.83657747424325,0,9.62537994920626,0,0.675937865168887,0.809793781039381,30.5455850414122
M1_I5000,5.00802986512221,6.87715460125568,1.50472299087647,3.6764352034876,1.3859318915655,0,8.63167185363956,0,0.586232000211012,0.846461848698027,27.083946405947
M2_DMSO,8.47399526403064,5.77335493743545,0.665114953956657,7.40944299938201,2.05040520302961,0,9.81343076585861,0,0.687362629964303,0.801146456156396,34.185744123693
M2_I50,9.72625497613291,5.39576070498762,0.453384764562835,7.2372574908255,2.30433365094049,0,10.1418949143946,0,0.689023675415284,0.79585336607198,35.258886501844
M2_I500,6.48741533659219,9.11261499679342,3.65861635519328,2.25845450735727,1.88456187730148,0,10.6940574223118,0,0.663072134591248,0.812858508695274,34.0957204955495
M2_I5000,4.63539457233856,10.5676346512876,3.80806580651985,1.83674685949021,1.64651204171048,0,9.91719719145406,0,0.570815218794336,0.852784313527726,32.4115511228008
M3_DMSO,8.66804825811132,6.5585106601184,0.818424118994591,5.37849399323488,2.25064129039167,0,9.44123939518791,0,0.691452065334962,0.793794589135176,33.1153577160388
M3_I500,5.46438673781736,10.2135248093047,3.93415396268708,1.62313061204019,1.42699761475058,0,10.8914701149165,0,0.677152252679735,0.809026347482058,33.5536638515164
