Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
GSM2772624_MV4_11_DMSO_1_S24378,4.15230345675807,0.714137943812625,1.46269298511594,1.41032848992308,0.99786652904864,0,4.87012546404874,0,0.60267177497332,0.842697658688618,13.6074548687071
GSM2772625_MV4_11_DMSO_2_S24379,4.21242289897235,0.772769541086294,1.35940687471908,1.42170510164445,1.05672653764537,0,4.91857369096006,0,0.598037220971131,0.843050750124617,13.7416046450276
GSM2772626_MV4_11_DMSO_3_S24380,4.14390505008417,0.658118724387771,1.27906931660841,1.55549873905935,0.959290096907688,0,5.0483740706526,0,0.606490034702413,0.841429679381814,13.6442559977
GSM2772627_MV4_11_AC_4_130_1_S24381,3.39958927209618,0,3.62149447302678,1.61062923368951,0.929788325045568,0,3.64486064088166,0,0.606503960239313,0.850635108928827,13.2063619447397
GSM2772628_MV4_11_AC_4_130_2_S24382,3.34432856000076,0,3.65953766626128,1.61453063028214,0.947170675869094,0,3.5962111295339,0,0.606634443870656,0.85020971375655,13.1617786619472
GSM2772629_MV4_11_AC_4_130_3_S24383,3.53118883359909,0,3.55705611712993,1.51901642556898,0.998865337096461,0,3.65705677824201,0,0.604482454146775,0.849367037148642,13.2631834916365
GSM2772630_MOLM_13_DMSO_1_S24384,4.68947527882962,3.63018846524018,3.0848090928579,0,0.235110382171597,0,1.47078648994241,0,0.665556581202034,0.851241272742821,13.1103697090417
GSM2772631_MOLM_13_DMSO_2_S24385,4.55855707696448,3.61445502792487,3.10445271827577,0,0.226498834244312,0,1.44019522152691,0,0.669436624433613,0.850413724631209,12.9441588789363
GSM2772632_MOLM_13_DMSO_3_S24386,4.63416844507005,3.72468532409113,3.00442712917194,0,0.253126754271029,0,1.50486140912811,0,0.662779482780115,0.851279969246322,13.1212690617323
GSM2772633_MOLM_13_AC_4_130_1_S24387,3.48493019780741,3.19431627567501,4.76438903014637,0,0.30988423210622,0,1.10196662662824,0,0.633599127511404,0.86510454696601,12.8554863623633
GSM2772634_MOLM_13_AC_4_130_2_S24388,3.59750857415129,3.23264438076012,4.98179862127649,0,0.241645270664899,0,1.15286631432527,0,0.641317724082381,0.864839289460376,13.2064631611781
GSM2772635_MOLM_13_AC_4_130_3_S24389,3.41822929827077,3.27275360994278,4.79797304824791,0,0.254295030233378,0,1.23678132987636,0,0.644941191625716,0.862995146129701,12.9800323165712
