Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
IMS-M2+FA_DMSO_1,2.85406874386737,3.04912669956676,0.371649367847259,5.92478401457125,0.115769485205013,0,5.03192466174217,0,0.578755147787878,0.922918846919501,17.3473229727998
IMS-M2+FA_DMSO_2,3.24180679991544,3.03568117441067,0.264916703462967,6.06891657873152,0.234971619887369,0,4.78834711952911,0,0.526421638545885,0.929417231796318,17.6346399959371
IMS-M2+FA_DMSO_3,3.12106987582714,2.97379564102542,0.397164393387152,6.48129218260849,0.253098896869607,0,5.1648767471951,0,0.533565945810017,0.929751335875163,18.3912977369129
IMS-M2+FA_OTX_1,0.724248267592825,4.76689721275602,2.46263242931999,2.98589693708069,0.0135106428877364,0.0186172003723387,5.70594137361101,0,0.475076308541174,0.941923787327308,16.6777440636206
IMS-M2+FA_OTX_2,1.08318660922638,5.0424977295083,1.89565854910178,2.77789346005174,0.0445730089698816,0.000720414390366344,5.07831078273696,0,0.459843521524962,0.942467244044285,15.9228405539854
IMS-M2+FA_OTX_3,1.12235115743651,4.61413541336668,2.26124531665995,3.10577274253563,0.0762158981468181,0,5.60488310451287,0,0.474749864820279,0.94182434305628,16.7846036326585
IMS-M2-FA_DMSO_1,2.47825870201054,3.28263989369173,0,6.26394901879918,0.173589580803994,0,5.30870223605343,0,0.642333632403986,0.914275348284047,17.5071394313589
IMS-M2-FA_DMSO_2,2.13853885901556,3.26339196898672,0.398279002519809,5.54219205928873,0.240404740767813,0,4.75921633863249,0,0.648261108466511,0.913580260444758,16.3420229692111
IMS-M2-FA_DMSO_3,2.82440822967798,3.01608598869847,0.307192852081443,5.63919293937915,0.214973528787946,0,5.1814997898155,0,0.625811304220901,0.915462359041707,17.1833533284405
IMS-M2-FA_OTX_1,0.246860301762525,4.41972383337681,3.3938015948389,2.31123856624028,0.00277335611373108,0.0509198952174151,5.51047727954108,0,0.507256205582151,0.938024486666906,15.9357948270907
IMS-M2-FA_OTX_2,0.234768979137744,4.76087606220506,3.1366974685945,2.07073747791332,0,0.0680155342194153,5.30863187223456,0,0.511582799135811,0.936309957618344,15.5797273943046
IMS-M2-FA_OTX_3,0.262744756368805,4.48262036147421,3.17736393619036,2.70638378679017,0.0133752505275304,0.0528414049768106,5.96695753626218,0,0.504882162789918,0.938716051880673,16.6622870325901
U937+FA_DMSO_1.x,7.62582287671344,1.57232414506117,0,2.32722913936793,1.06354784116787,1.07167496633275,6.39161006855702,0,0.84321908666285,0.777459600489258,20.0522090372002
U937+FA_DMSO_2.x,9.15048827863964,0.786320684183945,0,0.896532271395791,0.865022222034423,0.577803018533698,6.77781175856407,0,0.872962906991191,0.776121145598975,19.0539782333516
U937+FA_DMSO_3.x,9.79141871452886,0,0,1.46641940615419,0.839376669202261,0.348501606611701,6.90951251586505,0,0.849634491678047,0.791833560598504,19.3552289123621
U937+FA_OTX_1.x,4.82527375914661,3.06707638422685,0,0,1.03951188159253,0.301474180650678,8.97433352882929,0,0.733452211117407,0.86169835653448,18.207669734446
U937+FA_OTX_2.x,4.70518604274074,2.84632457006838,0.105633961865309,0,0.847657865862179,0.427491451773872,8.29727523940407,0,0.746433709215809,0.854242494072976,17.2295691317145
U937+FA_OTX_3.x,3.71870860630545,3.64642606773161,0.244706423676302,0,0.925116826093744,0.312768700028787,8.60478623693018,0,0.745051876991744,0.865790266317937,17.4525128607661
U937+FA_DMSO_1.y,7.62582287671344,1.57232414506117,0,2.32722913936793,1.06354784116787,1.07167496633275,6.39161006855702,0,0.84321908666285,0.777459600489258,20.0522090372002
U937+FA_DMSO_2.y,9.15048827863964,0.786320684183945,0,0.896532271395791,0.865022222034423,0.577803018533698,6.77781175856407,0,0.872962906991191,0.776121145598975,19.0539782333516
U937+FA_DMSO_3.y,9.79141871452886,0,0,1.46641940615419,0.839376669202261,0.348501606611701,6.90951251586505,0,0.849634491678047,0.791833560598504,19.3552289123621
U937+FA_OTX_1.y,4.82527375914661,3.06707638422685,0,0,1.03951188159253,0.301474180650678,8.97433352882929,0,0.733452211117407,0.86169835653448,18.207669734446
U937+FA_OTX_2.y,4.70518604274074,2.84632457006838,0.105633961865309,0,0.847657865862179,0.427491451773872,8.29727523940407,0,0.746433709215809,0.854242494072976,17.2295691317145
U937+FA_OTX_3.y,3.71870860630545,3.64642606773161,0.244706423676302,0,0.925116826093744,0.312768700028787,8.60478623693018,0,0.745051876991744,0.865790266317937,17.4525128607661
