Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
OCI_AML2_ctrl_1,10.4895439508366,6.57740186341246,8.30109452905904,0,0.704567610554967,7.37354914782939,3.07438732801579,0,0.708531937163462,0.709106205504633,36.5205444297082
OCI_AML2_ctrl_2,10.9787105102815,7.93100112410806,7.71308301391178,0,1.65143644489142,6.80818144585993,3.49272773504102,0,0.600430266819791,0.79951636378237,38.5751402740937
OCI_AML2_ctrl_3,12.0670939418144,8.97475649409577,5.64234500153519,1.02480637765169,1.00750596702992,6.58099026370769,3.40139099041647,0,0.406031590201672,0.928159043164406,38.6988890362511
OCI_AML2_MB6_1,5.85204092451536,7.64342351480642,8.32559839847892,0,1.54299040639803,13.4210828789733,4.35556011909151,0,0.939889841564371,0.343126290010715,41.1406962422635
OCI_AML2_MB6_2,8.0573471486587,8.00908509362707,5.90231851679183,2.7800483407531,1.46660231678889,13.9585218912762,5.24434565762143,0,0.467850962671375,0.967865371197384,45.4182689655172
OCI_AML2_MB6_3,9.28261327194742,8.46694915294829,7.31384251243918,0.169980891251847,1.16570348858941,14.2319938693601,4.88215982849469,0,0.484825645142407,0.952805076423627,45.5132430150309
OCI_AML2_MB6pen_1,13.5152260137425,8.43657171152126,2.82771208990952,5.09845027043378,0.82524665796004,11.027734570455,5.26768963204337,0,0.277379388766617,1.04826676006252,46.9986309460654
OCI_AML2_MB6pen_2,13.8206304200131,9.07270393876024,3.72297549180553,2.06464974339875,1.75446940828456,9.47005155861222,5.3215893330248,0,0.289556100978369,1.02736873916914,45.2270698938992
OCI_AML2_MB6pen_3,8.03734045169963,8.09930091264548,10.3455520864447,0,0.0627339259418851,13.6068556097418,3.8011991090173,0,0.968473951114868,0.281487181158952,43.9529820954907
