Mixture,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,ProMono-like,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
MolmCombo223,0.146158461983784,0.485077672120651,0.587011140571715,0,0.0305227268372639,0,0.319384503642538,0,0.74955159498985,0.73953393138165,1.56815450515595
MolmCombo224,0.151057617858212,0.498783953135401,0.59974519814387,0,0.0343016707853,0,0.285983737459949,0,0.747060439757848,0.740811525880797,1.56987217738273
MolmCombo225,0.147108980551042,0.48339649450856,0.595165559340485,0,0.0319649270259316,0,0.311252261954081,0,0.748649912833299,0.740025361647202,1.5688882233801
MolmCombo226,0.14373574661052,0.489242414099659,0.595056907487758,0,0.0330515030233832,0,0.307922566757368,0,0.748444532974122,0.74010492532854,1.56900913797869
MolmDMSO223,0.146982552285536,0.466519603491303,0.610940116462506,0,0.0243250139199,0,0.31844985924463,0,0.750741223183778,0.739951475965792,1.56721714540388
MolmDMSO224,0.151965350680309,0.4932424598347,0.594017869258544,0,0.0262826646174006,0,0.307267896562366,0,0.749476979788165,0.740179743635426,1.57277624095332
MolmDMSO225,0.15056509475813,0.468158904594054,0.596086103566325,0,0.0241920958972867,0,0.333652662475379,0,0.747418641978554,0.741433512917859,1.57265486129117
MolmDMSO226,0.147563892805341,0.469818068182205,0.608257032530049,0,0.0276097227873749,0,0.316594421335568,0,0.749064380780307,0.74045964032442,1.56984313764054
MolmDot1L223,0.140554177447717,0.456679243457592,0.60826731654953,0,0.0276282992967488,0,0.332995212220917,0,0.748740146232665,0.740624870855254,1.5661242489725
MolmDot1L224,0.149657654137581,0.482990105273707,0.595031322535576,0,0.0293955504038383,0,0.314518390454404,0,0.748068316271153,0.740597779112088,1.57159302280511
MolmDot1L225,0.146113951837094,0.467570383916998,0.601807838480373,0,0.0304613681841197,0,0.321430568299794,0,0.74901796955792,0.740019603437466,1.56738411071838
MolmDot1L226,0.144068753427238,0.467953028332291,0.598778968610372,0,0.0306526254389867,0,0.3286757336554,0,0.747818380178323,0.740609281866682,1.57012910946429
MolmEzh2223,0.141731347709972,0.48658255823085,0.605785864984752,0,0.023632457585088,0,0.309231847793055,0,0.750447232490115,0.740317054326114,1.56696407630372
MolmEzh2224,0.153238008813833,0.506859485200533,0.596315161231968,0,0.0257971054121903,0,0.286230849603991,0,0.749803970055821,0.740186294810492,1.56844061026252
MolmEzh2225,0.14797122695081,0.49846528131568,0.580996311383354,0,0.0248494146260082,0,0.313663332215411,0,0.751394283163967,0.739122487170233,1.56594556649126
MolmEzh2226,0.144745309803768,0.485635674559313,0.591673494514354,0,0.0322396167985892,0,0.313683628305568,0,0.749619792635935,0.73942117439829,1.56797772398159
