,names,scores,logfoldchanges,pvals,Cohort,Drug,Target,Test,CellType,logPval_dir,Treatment
0,cDC-like,1.963961,0.18871929,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,cDC-like,3.005083592450989,Palbociclib [MV4-11]
1,LSPC-Quiescent,1.963961,1.6741585,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,LSPC-Quiescent,3.005083592450989,Palbociclib [MV4-11]
2,LSPC-Primed,1.963961,1.553904,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,LSPC-Primed,3.005083592450989,Palbociclib [MV4-11]
3,ProMono-like,0.0,0.0,1.0,MV4-11,Palbociclib,CDK4/6,wilcox,ProMono-like,-0.0,Palbociclib [MV4-11]
4,PC2,-1.963961,1.4734765,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,PC2,-3.005083592450989,Palbociclib [MV4-11]
5,Mono-like,-1.963961,-0.9831226,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,Mono-like,-3.005083592450989,Palbociclib [MV4-11]
6,LSPC-Cycle,-1.963961,-1.5777678,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,LSPC-Cycle,-3.005083592450989,Palbociclib [MV4-11]
7,GMP-like,-1.963961,-0.16961262,0.049534613435626706,MV4-11,Palbociclib,CDK4/6,wilcox,GMP-like,-3.005083592450989,Palbociclib [MV4-11]
0,cDC-like,1.963961,0.1667718,0.049534613435626706,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,cDC-like,3.005083592450989,YKL (CDK6/IKZF) [MV4-11]
1,LSPC-Primed,1.963961,0.9914086,0.049534613435626706,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,LSPC-Primed,3.005083592450989,YKL (CDK6/IKZF) [MV4-11]
2,LSPC-Quiescent,0.65465367,0.96275157,0.5126907602619233,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,LSPC-Quiescent,0.6680824220792302,YKL (CDK6/IKZF) [MV4-11]
3,Mono-like,0.2182179,0.0125159295,0.8272593465627113,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,Mono-like,0.1896370338910093,YKL (CDK6/IKZF) [MV4-11]
4,ProMono-like,0.0,0.0,1.0,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,ProMono-like,-0.0,YKL (CDK6/IKZF) [MV4-11]
5,GMP-like,-0.2182179,-0.008428162,0.8272593465627113,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,GMP-like,-0.1896370338910093,YKL (CDK6/IKZF) [MV4-11]
6,PC2,-0.65465367,0.62111795,0.5126907602619233,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,PC2,-0.6680824220792302,YKL (CDK6/IKZF) [MV4-11]
7,LSPC-Cycle,-1.963961,-0.8934192,0.049534613435626706,MV4-11,YKL (CDK6/IKZF),CDK6/IKZF,wilcox,LSPC-Cycle,-3.005083592450989,YKL (CDK6/IKZF) [MV4-11]
0,LSPC-Quiescent,1.963961,1.4679093,0.049534613435626706,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,LSPC-Quiescent,3.005083592450989,BSJ (CDK6 only) [MV4-11]
1,LSPC-Primed,1.963961,1.5118151,0.049534613435626706,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,LSPC-Primed,3.005083592450989,BSJ (CDK6 only) [MV4-11]
2,cDC-like,1.5275252,0.124928154,0.12663045794761718,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,cDC-like,2.0664822141033747,BSJ (CDK6 only) [MV4-11]
3,ProMono-like,0.0,0.0,1.0,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,ProMono-like,-0.0,BSJ (CDK6 only) [MV4-11]
4,Mono-like,-1.5275252,-0.66585445,0.12663045794761718,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,Mono-like,-2.0664822141033747,BSJ (CDK6 only) [MV4-11]
5,GMP-like,-1.5275252,-0.10065171,0.12663045794761718,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,GMP-like,-2.0664822141033747,BSJ (CDK6 only) [MV4-11]
6,PC2,-1.963961,1.4010773,0.049534613435626706,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,PC2,-3.005083592450989,BSJ (CDK6 only) [MV4-11]
7,LSPC-Cycle,-1.963961,-1.3985733,0.049534613435626706,MV4-11,BSJ (CDK6 only),CDK6 only,wilcox,LSPC-Cycle,-3.005083592450989,BSJ (CDK6 only) [MV4-11]
0,PC2,1.963961,-1.7060796,0.049534613435626706,KG1,ASLAN003,DHODH,wilcox,PC2,3.005083592450989,ASLAN003 [KG1]
1,cDC-like,1.963961,0.86174196,0.049534613435626706,KG1,ASLAN003,DHODH,wilcox,cDC-like,3.005083592450989,ASLAN003 [KG1]
2,Mono-like,1.963961,1.365534,0.049534613435626706,KG1,ASLAN003,DHODH,wilcox,Mono-like,3.005083592450989,ASLAN003 [KG1]
3,ProMono-like,0.0,0.0,1.0,KG1,ASLAN003,DHODH,wilcox,ProMono-like,-0.0,ASLAN003 [KG1]
4,LSPC-Primed,0.0,0.0,1.0,KG1,ASLAN003,DHODH,wilcox,LSPC-Primed,-0.0,ASLAN003 [KG1]
5,LSPC-Quiescent,-0.2182179,-0.010213468,0.8272593465627113,KG1,ASLAN003,DHODH,wilcox,LSPC-Quiescent,-0.1896370338910093,ASLAN003 [KG1]
6,LSPC-Cycle,-1.963961,-0.35162833,0.049534613435626706,KG1,ASLAN003,DHODH,wilcox,LSPC-Cycle,-3.005083592450989,ASLAN003 [KG1]
7,GMP-like,-1.963961,-0.5189936,0.049534613435626706,KG1,ASLAN003,DHODH,wilcox,GMP-like,-3.005083592450989,ASLAN003 [KG1]
0,PC2,1.963961,-2.5649672,0.049534613435626706,MOLM-14,ASLAN003,DHODH,wilcox,PC2,3.005083592450989,ASLAN003 [MOLM-14]
1,cDC-like,1.963961,0.58820593,0.049534613435626706,MOLM-14,ASLAN003,DHODH,wilcox,cDC-like,3.005083592450989,ASLAN003 [MOLM-14]
2,Mono-like,1.963961,2.65001,0.049534613435626706,MOLM-14,ASLAN003,DHODH,wilcox,Mono-like,3.005083592450989,ASLAN003 [MOLM-14]
3,LSPC-Primed,0.65465367,22.759838,0.5126907602619233,MOLM-14,ASLAN003,DHODH,wilcox,LSPC-Primed,0.6680824220792302,ASLAN003 [MOLM-14]
4,ProMono-like,0.0,0.0,1.0,MOLM-14,ASLAN003,DHODH,wilcox,ProMono-like,-0.0,ASLAN003 [MOLM-14]
5,LSPC-Cycle,-1.5275252,-0.17883758,0.12663045794761718,MOLM-14,ASLAN003,DHODH,wilcox,LSPC-Cycle,-2.0664822141033747,ASLAN003 [MOLM-14]
6,LSPC-Quiescent,-1.963961,-0.48772532,0.049534613435626706,MOLM-14,ASLAN003,DHODH,wilcox,LSPC-Quiescent,-3.005083592450989,ASLAN003 [MOLM-14]
7,GMP-like,-1.963961,-0.3175397,0.049534613435626706,MOLM-14,ASLAN003,DHODH,wilcox,GMP-like,-3.005083592450989,ASLAN003 [MOLM-14]
0,PC2,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,PC2,-0.0,NSC-370 [THP-1]
1,cDC-like,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,cDC-like,-0.0,NSC-370 [THP-1]
2,ProMono-like,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,ProMono-like,-0.0,NSC-370 [THP-1]
3,Mono-like,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,Mono-like,-0.0,NSC-370 [THP-1]
4,LSPC-Quiescent,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,LSPC-Quiescent,-0.0,NSC-370 [THP-1]
5,LSPC-Primed,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,LSPC-Primed,-0.0,NSC-370 [THP-1]
6,LSPC-Cycle,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,LSPC-Cycle,-0.0,NSC-370 [THP-1]
7,GMP-like,0.0,,1.0,THP-1,NSC-370,TET1,wilcox,GMP-like,-0.0,NSC-370 [THP-1]
0,LSPC-Quiescent,1.963961,0.17087306,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,LSPC-Quiescent,3.005083592450989,AC-4-130 [MV4-11]
1,LSPC-Primed,1.963961,1.5796788,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,LSPC-Primed,3.005083592450989,AC-4-130 [MV4-11]
2,ProMono-like,0.0,0.0,1.0,MV4-11,AC-4-130,STAT5,wilcox,ProMono-like,-0.0,AC-4-130 [MV4-11]
3,Mono-like,-0.2182179,-0.019527197,0.8272593465627113,MV4-11,AC-4-130,STAT5,wilcox,Mono-like,-0.1896370338910093,AC-4-130 [MV4-11]
4,PC2,-1.963961,,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,PC2,-3.005083592450989,AC-4-130 [MV4-11]
5,cDC-like,-1.963961,-0.46247005,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,cDC-like,-3.005083592450989,AC-4-130 [MV4-11]
6,LSPC-Cycle,-1.963961,-25.678682,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,LSPC-Cycle,-3.005083592450989,AC-4-130 [MV4-11]
7,GMP-like,-1.963961,-0.26974782,0.049534613435626706,MV4-11,AC-4-130,STAT5,wilcox,GMP-like,-3.005083592450989,AC-4-130 [MV4-11]
0,LSPC-Primed,1.963961,0.77080435,0.049534613435626706,MOLM-13,AC-4-130,STAT5,wilcox,LSPC-Primed,3.005083592450989,AC-4-130 [MOLM-13]
1,Mono-like,1.5275252,0.18174373,0.12663045794761718,MOLM-13,AC-4-130,STAT5,wilcox,Mono-like,2.0664822141033747,AC-4-130 [MOLM-13]
2,ProMono-like,0.0,0.0,1.0,MOLM-13,AC-4-130,STAT5,wilcox,ProMono-like,-0.0,AC-4-130 [MOLM-13]
3,LSPC-Quiescent,0.0,0.0,1.0,MOLM-13,AC-4-130,STAT5,wilcox,LSPC-Quiescent,-0.0,AC-4-130 [MOLM-13]
4,PC2,-1.963961,0.26834503,0.049534613435626706,MOLM-13,AC-4-130,STAT5,wilcox,PC2,-3.005083592450989,AC-4-130 [MOLM-13]
5,cDC-like,-1.963961,-0.35083887,0.049534613435626706,MOLM-13,AC-4-130,STAT5,wilcox,cDC-like,-3.005083592450989,AC-4-130 [MOLM-13]
6,LSPC-Cycle,-1.963961,-0.19612555,0.049534613435626706,MOLM-13,AC-4-130,STAT5,wilcox,LSPC-Cycle,-3.005083592450989,AC-4-130 [MOLM-13]
7,GMP-like,-1.963961,-0.46265298,0.049534613435626706,MOLM-13,AC-4-130,STAT5,wilcox,GMP-like,-3.005083592450989,AC-4-130 [MOLM-13]
0,PC2,1.963961,-1.0912704,0.049534613435626706,OCI-AML2,MitoBlock6,Mito Copper,wilcox,PC2,3.005083592450989,MitoBlock6 [OCI-AML2]
1,cDC-like,1.963961,0.33951366,0.049534613435626706,OCI-AML2,MitoBlock6,Mito Copper,wilcox,cDC-like,3.005083592450989,MitoBlock6 [OCI-AML2]
2,ProMono-like,1.963961,0.8864936,0.049534613435626706,OCI-AML2,MitoBlock6,Mito Copper,wilcox,ProMono-like,3.005083592450989,MitoBlock6 [OCI-AML2]
3,LSPC-Quiescent,0.65465367,1.3034956,0.5126907602619233,OCI-AML2,MitoBlock6,Mito Copper,wilcox,LSPC-Quiescent,0.6680824220792302,MitoBlock6 [OCI-AML2]
4,Mono-like,0.2182179,0.11611688,0.8272593465627113,OCI-AML2,MitoBlock6,Mito Copper,wilcox,Mono-like,0.1896370338910093,MitoBlock6 [OCI-AML2]
5,LSPC-Primed,-0.65465367,-0.23682564,0.5126907602619233,OCI-AML2,MitoBlock6,Mito Copper,wilcox,LSPC-Primed,-0.6680824220792302,MitoBlock6 [OCI-AML2]
6,LSPC-Cycle,-1.0910895,-0.18934365,0.27523352407483426,OCI-AML2,MitoBlock6,Mito Copper,wilcox,LSPC-Cycle,-1.2901353632096608,MitoBlock6 [OCI-AML2]
7,GMP-like,-1.963961,-0.84495723,0.049534613435626706,OCI-AML2,MitoBlock6,Mito Copper,wilcox,GMP-like,-3.005083592450989,MitoBlock6 [OCI-AML2]
0,PC2,1.5491934,-0.8649284,0.12133525035848211,SKNO-1,GSK690 (24hr),KDM1A,wilcox,PC2,2.1091979004805,GSK690 (24hr) [SKNO-1]
1,cDC-like,1.5491934,0.35296836,0.12133525035848211,SKNO-1,GSK690 (24hr),KDM1A,wilcox,cDC-like,2.1091979004805,GSK690 (24hr) [SKNO-1]
2,Mono-like,1.5491934,0.52062917,0.12133525035848211,SKNO-1,GSK690 (24hr),KDM1A,wilcox,Mono-like,2.1091979004805,GSK690 (24hr) [SKNO-1]
3,LSPC-Quiescent,0.7745967,0.20251533,0.4385780260809998,SKNO-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Quiescent,0.8242175443879222,GSK690 (24hr) [SKNO-1]
4,ProMono-like,0.0,0.0,1.0,SKNO-1,GSK690 (24hr),KDM1A,wilcox,ProMono-like,-0.0,GSK690 (24hr) [SKNO-1]
5,LSPC-Primed,0.0,0.91424745,1.0,SKNO-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Primed,-0.0,GSK690 (24hr) [SKNO-1]
6,GMP-like,0.0,-0.30043396,1.0,SKNO-1,GSK690 (24hr),KDM1A,wilcox,GMP-like,-0.0,GSK690 (24hr) [SKNO-1]
7,LSPC-Cycle,-0.7745967,-0.26733685,0.4385780260809998,SKNO-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Cycle,-0.8242175443879222,GSK690 (24hr) [SKNO-1]
0,PC2,1.5491934,-0.45800894,0.12133525035848211,SKNO-1,RN-1 (24hr),KDM1A,wilcox,PC2,2.1091979004805,RN-1 (24hr) [SKNO-1]
1,cDC-like,1.5491934,0.4184632,0.12133525035848211,SKNO-1,RN-1 (24hr),KDM1A,wilcox,cDC-like,2.1091979004805,RN-1 (24hr) [SKNO-1]
2,Mono-like,1.5491934,0.3598702,0.12133525035848211,SKNO-1,RN-1 (24hr),KDM1A,wilcox,Mono-like,2.1091979004805,RN-1 (24hr) [SKNO-1]
3,LSPC-Primed,1.5491934,0.59891105,0.12133525035848211,SKNO-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Primed,2.1091979004805,RN-1 (24hr) [SKNO-1]
4,ProMono-like,0.0,0.0,1.0,SKNO-1,RN-1 (24hr),KDM1A,wilcox,ProMono-like,-0.0,RN-1 (24hr) [SKNO-1]
5,LSPC-Quiescent,0.0,0.46186084,1.0,SKNO-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Quiescent,-0.0,RN-1 (24hr) [SKNO-1]
6,GMP-like,0.0,-0.21646705,1.0,SKNO-1,RN-1 (24hr),KDM1A,wilcox,GMP-like,-0.0,RN-1 (24hr) [SKNO-1]
7,LSPC-Cycle,-0.7745967,-0.40580884,0.4385780260809998,SKNO-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Cycle,-0.8242175443879222,RN-1 (24hr) [SKNO-1]
0,Mono-like,1.5491934,0.26658553,0.12133525035848211,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,Mono-like,2.1091979004805,GSK690 (24hr) [Kasumi-1]
1,LSPC-Quiescent,1.5491934,1.9300202,0.12133525035848211,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Quiescent,2.1091979004805,GSK690 (24hr) [Kasumi-1]
2,ProMono-like,0.0,0.0,1.0,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,ProMono-like,-0.0,GSK690 (24hr) [Kasumi-1]
3,LSPC-Primed,0.0,0.0,1.0,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Primed,-0.0,GSK690 (24hr) [Kasumi-1]
4,GMP-like,0.0,-0.013667159,1.0,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,GMP-like,-0.0,GSK690 (24hr) [Kasumi-1]
5,PC2,-0.7745967,0.95963395,0.4385780260809998,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,PC2,-0.8242175443879222,GSK690 (24hr) [Kasumi-1]
6,cDC-like,-0.7745967,-0.13625017,0.4385780260809998,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,cDC-like,-0.8242175443879222,GSK690 (24hr) [Kasumi-1]
7,LSPC-Cycle,-1.5491934,-25.833206,0.12133525035848211,Kasumi-1,GSK690 (24hr),KDM1A,wilcox,LSPC-Cycle,-2.1091979004805,GSK690 (24hr) [Kasumi-1]
0,Mono-like,1.5491934,0.49782437,0.12133525035848211,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,Mono-like,2.1091979004805,RN-1 (24hr) [Kasumi-1]
1,PC2,0.7745967,,0.4385780260809998,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,PC2,0.8242175443879222,RN-1 (24hr) [Kasumi-1]
2,cDC-like,0.7745967,0.15731631,0.4385780260809998,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,cDC-like,0.8242175443879222,RN-1 (24hr) [Kasumi-1]
3,LSPC-Quiescent,0.38729835,0.72143644,0.6985353583033387,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Quiescent,0.3587694812322296,RN-1 (24hr) [Kasumi-1]
4,ProMono-like,0.0,0.0,1.0,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,ProMono-like,-0.0,RN-1 (24hr) [Kasumi-1]
5,LSPC-Primed,0.0,0.0,1.0,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Primed,-0.0,RN-1 (24hr) [Kasumi-1]
6,GMP-like,0.0,-0.033622053,1.0,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,GMP-like,-0.0,RN-1 (24hr) [Kasumi-1]
7,LSPC-Cycle,-1.5491934,-25.833206,0.12133525035848211,Kasumi-1,RN-1 (24hr),KDM1A,wilcox,LSPC-Cycle,-2.1091979004805,RN-1 (24hr) [Kasumi-1]
0,PC2,1.5491934,,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,PC2,2.1091979004805,GSK690 (72hr) [SKNO-1]
1,cDC-like,1.5491934,0.30729523,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,cDC-like,2.1091979004805,GSK690 (72hr) [SKNO-1]
2,Mono-like,1.5491934,0.28439426,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,Mono-like,2.1091979004805,GSK690 (72hr) [SKNO-1]
3,LSPC-Primed,1.5491934,24.073109,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Primed,2.1091979004805,GSK690 (72hr) [SKNO-1]
4,GMP-like,1.5491934,0.42430755,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,GMP-like,2.1091979004805,GSK690 (72hr) [SKNO-1]
5,ProMono-like,0.0,0.0,1.0,SKNO-1,GSK690 (72hr),KDM1A,wilcox,ProMono-like,-0.0,GSK690 (72hr) [SKNO-1]
6,LSPC-Quiescent,-1.5491934,-1.6501459,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Quiescent,-2.1091979004805,GSK690 (72hr) [SKNO-1]
7,LSPC-Cycle,-1.5491934,-1.2400455,0.12133525035848211,SKNO-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Cycle,-2.1091979004805,GSK690 (72hr) [SKNO-1]
0,cDC-like,1.5491934,0.2555045,0.12133525035848211,SKNO-1,RN-1 (72hr),KDM1A,wilcox,cDC-like,2.1091979004805,RN-1 (72hr) [SKNO-1]
1,Mono-like,0.7745967,0.20595875,0.4385780260809998,SKNO-1,RN-1 (72hr),KDM1A,wilcox,Mono-like,0.8242175443879222,RN-1 (72hr) [SKNO-1]
2,LSPC-Primed,0.7745967,23.653788,0.4385780260809998,SKNO-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Primed,0.8242175443879222,RN-1 (72hr) [SKNO-1]
3,PC2,0.0,-2.684469,1.0,SKNO-1,RN-1 (72hr),KDM1A,wilcox,PC2,-0.0,RN-1 (72hr) [SKNO-1]
4,ProMono-like,0.0,0.0,1.0,SKNO-1,RN-1 (72hr),KDM1A,wilcox,ProMono-like,-0.0,RN-1 (72hr) [SKNO-1]
5,LSPC-Quiescent,0.0,0.29698032,1.0,SKNO-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Quiescent,-0.0,RN-1 (72hr) [SKNO-1]
6,GMP-like,-0.7745967,-0.062736414,0.4385780260809998,SKNO-1,RN-1 (72hr),KDM1A,wilcox,GMP-like,-0.8242175443879222,RN-1 (72hr) [SKNO-1]
7,LSPC-Cycle,-1.5491934,-0.6113373,0.12133525035848211,SKNO-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Cycle,-2.1091979004805,RN-1 (72hr) [SKNO-1]
0,PC2,1.5491934,-1.0195547,0.12133525035848211,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,PC2,2.1091979004805,GSK690 (72hr) [Kasumi-1]
1,Mono-like,1.5491934,1.6060897,0.12133525035848211,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,Mono-like,2.1091979004805,GSK690 (72hr) [Kasumi-1]
2,LSPC-Primed,1.5491934,4.453133,0.12133525035848211,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Primed,2.1091979004805,GSK690 (72hr) [Kasumi-1]
3,cDC-like,0.7745967,0.08194211,0.4385780260809998,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,cDC-like,0.8242175443879222,GSK690 (72hr) [Kasumi-1]
4,ProMono-like,0.0,0.0,1.0,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,ProMono-like,-0.0,GSK690 (72hr) [Kasumi-1]
5,LSPC-Quiescent,-0.7745967,-0.18051663,0.4385780260809998,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Quiescent,-0.8242175443879222,GSK690 (72hr) [Kasumi-1]
6,LSPC-Cycle,-0.7745967,-0.21004081,0.4385780260809998,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,LSPC-Cycle,-0.8242175443879222,GSK690 (72hr) [Kasumi-1]
7,GMP-like,-1.5491934,-0.27759105,0.12133525035848211,Kasumi-1,GSK690 (72hr),KDM1A,wilcox,GMP-like,-2.1091979004805,GSK690 (72hr) [Kasumi-1]
0,PC2,1.5491934,-0.891848,0.12133525035848211,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,PC2,2.1091979004805,RN-1 (72hr) [Kasumi-1]
1,Mono-like,1.5491934,1.5312601,0.12133525035848211,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,Mono-like,2.1091979004805,RN-1 (72hr) [Kasumi-1]
2,LSPC-Primed,1.5491934,4.630952,0.12133525035848211,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Primed,2.1091979004805,RN-1 (72hr) [Kasumi-1]
3,cDC-like,0.0,-0.010016567,1.0,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,cDC-like,-0.0,RN-1 (72hr) [Kasumi-1]
4,ProMono-like,0.0,0.0,1.0,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,ProMono-like,-0.0,RN-1 (72hr) [Kasumi-1]
5,LSPC-Quiescent,-0.7745967,-0.28439143,0.4385780260809998,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Quiescent,-0.8242175443879222,RN-1 (72hr) [Kasumi-1]
6,LSPC-Cycle,-0.7745967,-0.15807521,0.4385780260809998,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,LSPC-Cycle,-0.8242175443879222,RN-1 (72hr) [Kasumi-1]
7,GMP-like,-0.7745967,-0.1582677,0.4385780260809998,Kasumi-1,RN-1 (72hr),KDM1A,wilcox,GMP-like,-0.8242175443879222,RN-1 (72hr) [Kasumi-1]
0,PC2,1.963961,,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,PC2,3.005083592450989,EPZ004777 [OCI-AML2]
1,Mono-like,1.963961,7.971279,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ004777 [OCI-AML2]
2,ProMono-like,-0.65465367,-0.25796098,0.5126907602619233,OCI-AML2,EPZ004777,DOT1L,wilcox,ProMono-like,-0.6680824220792302,EPZ004777 [OCI-AML2]
3,LSPC-Quiescent,-1.0910895,-0.41737652,0.27523352407483426,OCI-AML2,EPZ004777,DOT1L,wilcox,LSPC-Quiescent,-1.2901353632096608,EPZ004777 [OCI-AML2]
4,cDC-like,-1.963961,-1.8306662,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,cDC-like,-3.005083592450989,EPZ004777 [OCI-AML2]
5,LSPC-Primed,-1.963961,-0.64445883,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,LSPC-Primed,-3.005083592450989,EPZ004777 [OCI-AML2]
6,LSPC-Cycle,-1.963961,-0.32713413,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,LSPC-Cycle,-3.005083592450989,EPZ004777 [OCI-AML2]
7,GMP-like,-1.963961,-0.6594733,0.049534613435626706,OCI-AML2,EPZ004777,DOT1L,wilcox,GMP-like,-3.005083592450989,EPZ004777 [OCI-AML2]
0,ProMono-like,1.963961,3.7963421,0.049534613435626706,OCI-AML3,EPZ004777,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ004777 [OCI-AML3]
1,Mono-like,1.963961,5.010647,0.049534613435626706,OCI-AML3,EPZ004777,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ004777 [OCI-AML3]
2,GMP-like,1.963961,0.3838256,0.049534613435626706,OCI-AML3,EPZ004777,DOT1L,wilcox,GMP-like,3.005083592450989,EPZ004777 [OCI-AML3]
3,PC2,0.65465367,-0.3791678,0.5126907602619233,OCI-AML3,EPZ004777,DOT1L,wilcox,PC2,0.6680824220792302,EPZ004777 [OCI-AML3]
4,LSPC-Quiescent,-0.65465367,-0.13307364,0.5126907602619233,OCI-AML3,EPZ004777,DOT1L,wilcox,LSPC-Quiescent,-0.6680824220792302,EPZ004777 [OCI-AML3]
5,cDC-like,-1.0910895,-0.14383407,0.27523352407483426,OCI-AML3,EPZ004777,DOT1L,wilcox,cDC-like,-1.2901353632096608,EPZ004777 [OCI-AML3]
6,LSPC-Cycle,-1.0910895,-0.71671385,0.27523352407483426,OCI-AML3,EPZ004777,DOT1L,wilcox,LSPC-Cycle,-1.2901353632096608,EPZ004777 [OCI-AML3]
7,LSPC-Primed,-1.963961,-0.80932254,0.049534613435626706,OCI-AML3,EPZ004777,DOT1L,wilcox,LSPC-Primed,-3.005083592450989,EPZ004777 [OCI-AML3]
0,cDC-like,1.963961,0.1545301,0.049534613435626706,NB-4,FB23-1,FTO,wilcox,cDC-like,3.005083592450989,FB23-1 [NB-4]
1,LSPC-Primed,1.963961,1.5881917,0.049534613435626706,NB-4,FB23-1,FTO,wilcox,LSPC-Primed,3.005083592450989,FB23-1 [NB-4]
2,PC2,1.0910895,-0.30802757,0.27523352407483426,NB-4,FB23-1,FTO,wilcox,PC2,1.2901353632096608,FB23-1 [NB-4]
3,LSPC-Cycle,0.65465367,0.07239279,0.5126907602619233,NB-4,FB23-1,FTO,wilcox,LSPC-Cycle,0.6680824220792302,FB23-1 [NB-4]
4,ProMono-like,0.0,0.0,1.0,NB-4,FB23-1,FTO,wilcox,ProMono-like,-0.0,FB23-1 [NB-4]
5,Mono-like,-0.65465367,-0.57761735,0.5126907602619233,NB-4,FB23-1,FTO,wilcox,Mono-like,-0.6680824220792302,FB23-1 [NB-4]
