,names,scores,logfoldchanges,pvals,Cohort,Drug,Target,Test,CellType,logPval_dir,Treatment
3,Mono-like,-1.0910895,-0.86488396,0.27523352407483426,MOLM13,BAY1251152,CDK9,wilcox,Mono-like,-1.2901353632096608,BAY1251152 [MOLM13]
4,LSPC-Cycle,-1.0910895,-0.16553405,0.27523352407483426,MOLM13,BAY1251152,CDK9,wilcox,LSPC-Cycle,-1.2901353632096608,BAY1251152 [MOLM13]
5,PC2,-1.963961,1.0861976,0.049534613435626706,MOLM13,BAY1251152,CDK9,wilcox,PC2,-3.005083592450989,BAY1251152 [MOLM13]
6,cDC-like,-1.963961,-0.42112914,0.049534613435626706,MOLM13,BAY1251152,CDK9,wilcox,cDC-like,-3.005083592450989,BAY1251152 [MOLM13]
7,GMP-like,-1.963961,-2.7354767,0.049534613435626706,MOLM13,BAY1251152,CDK9,wilcox,GMP-like,-3.005083592450989,BAY1251152 [MOLM13]
0,PC2,2.32379,-1.0256716,0.02013675155034634,MOLM14,Brequinar,DHODH,wilcox,PC2,3.905208698129587,Brequinar [MOLM14]
1,LSPC-Cycle,2.065591,0.16594844,0.03886710381241724,MOLM14,Brequinar,DHODH,wilcox,LSPC-Cycle,3.2476070464793376,Brequinar [MOLM14]
2,Mono-like,1.5491934,1.6658016,0.12133525035848211,MOLM14,Brequinar,DHODH,wilcox,Mono-like,2.1091979004805,Brequinar [MOLM14]
3,cDC-like,1.2909944,0.18915996,0.19670560245894686,MOLM14,Brequinar,DHODH,wilcox,cDC-like,1.6260470717408448,Brequinar [MOLM14]
4,ProMono-like,0.2581989,-0.045726404,0.7962534147376392,MOLM14,Brequinar,DHODH,wilcox,ProMono-like,0.22783778358045198,Brequinar [MOLM14]
5,LSPC-Primed,0.0,0.039270747,1.0,MOLM14,Brequinar,DHODH,wilcox,LSPC-Primed,-0.0,Brequinar [MOLM14]
6,LSPC-Quiescent,-1.5491934,-0.5930293,0.12133525035848211,MOLM14,Brequinar,DHODH,wilcox,LSPC-Quiescent,-2.1091979004805,Brequinar [MOLM14]
7,GMP-like,-2.32379,-0.42378548,0.02013675155034634,MOLM14,Brequinar,DHODH,wilcox,GMP-like,-3.905208698129587,Brequinar [MOLM14]
0,PC2,2.32379,-0.8475436,0.02013675155034634,MOLM14,BAY155,Menin-MLL,wilcox,PC2,3.905208698129587,BAY155 [MOLM14]
1,Mono-like,2.32379,3.5596395,0.02013675155034634,MOLM14,BAY155,Menin-MLL,wilcox,Mono-like,3.905208698129587,BAY155 [MOLM14]
2,GMP-like,2.32379,0.5335599,0.02013675155034634,MOLM14,BAY155,Menin-MLL,wilcox,GMP-like,3.905208698129587,BAY155 [MOLM14]
3,ProMono-like,1.5491934,0.36097568,0.12133525035848211,MOLM14,BAY155,Menin-MLL,wilcox,ProMono-like,2.1091979004805,BAY155 [MOLM14]
4,LSPC-Quiescent,0.0,0.06755778,1.0,MOLM14,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-0.0,BAY155 [MOLM14]
5,cDC-like,-0.2581989,-0.022236183,0.7962534147376392,MOLM14,BAY155,Menin-MLL,wilcox,cDC-like,-0.22783778358045198,BAY155 [MOLM14]
6,LSPC-Primed,-0.5163978,-0.21188849,0.6055766163353464,MOLM14,BAY155,Menin-MLL,wilcox,LSPC-Primed,-0.501574189996472,BAY155 [MOLM14]
7,LSPC-Cycle,-2.32379,-0.63688534,0.02013675155034634,MOLM14,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-3.905208698129587,BAY155 [MOLM14]
0,PC2,1.7320508,,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,PC2,2.48573279098608,EPZ5676 [MOLM14]
1,cDC-like,1.7320508,0.22826546,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,cDC-like,2.48573279098608,EPZ5676 [MOLM14]
2,ProMono-like,1.7320508,6.798248,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,ProMono-like,2.48573279098608,EPZ5676 [MOLM14]
3,Mono-like,1.7320508,5.837976,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,Mono-like,2.48573279098608,EPZ5676 [MOLM14]
4,LSPC-Quiescent,1.1547005,0.2718411,0.24821307898992362,MOLM14,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,1.3934677122336503,EPZ5676 [MOLM14]
5,LSPC-Primed,-1.7320508,-0.6953348,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,LSPC-Primed,-2.48573279098608,EPZ5676 [MOLM14]
6,LSPC-Cycle,-1.7320508,-3.5802894,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-2.48573279098608,EPZ5676 [MOLM14]
7,GMP-like,-1.7320508,-0.84512824,0.0832645166635504,MOLM14,EPZ5676,DOT1L,wilcox,GMP-like,-2.48573279098608,EPZ5676 [MOLM14]
0,PC2,2.32379,-1.6436261,0.02013675155034634,MOLM14,OTX015,BET,wilcox,PC2,3.905208698129587,OTX015 [MOLM14]
1,cDC-like,2.32379,0.5267217,0.02013675155034634,MOLM14,OTX015,BET,wilcox,cDC-like,3.905208698129587,OTX015 [MOLM14]
2,LSPC-Primed,2.32379,1.2518241,0.02013675155034634,MOLM14,OTX015,BET,wilcox,LSPC-Primed,3.905208698129587,OTX015 [MOLM14]
3,LSPC-Cycle,2.32379,0.51080334,0.02013675155034634,MOLM14,OTX015,BET,wilcox,LSPC-Cycle,3.905208698129587,OTX015 [MOLM14]
4,Mono-like,-0.7745967,-21.370562,0.4385780260809998,MOLM14,OTX015,BET,wilcox,Mono-like,-0.8242175443879222,OTX015 [MOLM14]
5,ProMono-like,-2.32379,-1.3461951,0.02013675155034634,MOLM14,OTX015,BET,wilcox,ProMono-like,-3.905208698129587,OTX015 [MOLM14]
6,LSPC-Quiescent,-2.32379,-27.337738,0.02013675155034634,MOLM14,OTX015,BET,wilcox,LSPC-Quiescent,-3.905208698129587,OTX015 [MOLM14]
7,GMP-like,-2.32379,-0.9622468,0.02013675155034634,MOLM14,OTX015,BET,wilcox,GMP-like,-3.905208698129587,OTX015 [MOLM14]
0,cDC-like,2.32379,0.35355297,0.02013675155034634,MOLM14,BAY1251152,CDK9,wilcox,cDC-like,3.905208698129587,BAY1251152 [MOLM14]
1,LSPC-Primed,2.32379,0.6307898,0.02013675155034634,MOLM14,BAY1251152,CDK9,wilcox,LSPC-Primed,3.905208698129587,BAY1251152 [MOLM14]
2,LSPC-Cycle,2.065591,0.19363548,0.03886710381241724,MOLM14,BAY1251152,CDK9,wilcox,LSPC-Cycle,3.2476070464793376,BAY1251152 [MOLM14]
3,PC2,1.0327955,-0.075026624,0.3016995824783478,MOLM14,BAY1251152,CDK9,wilcox,PC2,1.1983235167148383,BAY1251152 [MOLM14]
4,Mono-like,-0.7745967,-21.370562,0.4385780260809998,MOLM14,BAY1251152,CDK9,wilcox,Mono-like,-0.8242175443879222,BAY1251152 [MOLM14]
5,LSPC-Quiescent,-1.2909944,-0.32138917,0.19670560245894686,MOLM14,BAY1251152,CDK9,wilcox,LSPC-Quiescent,-1.6260470717408448,BAY1251152 [MOLM14]
6,ProMono-like,-2.32379,-0.8226506,0.02013675155034634,MOLM14,BAY1251152,CDK9,wilcox,ProMono-like,-3.905208698129587,BAY1251152 [MOLM14]
7,GMP-like,-2.32379,-0.50107086,0.02013675155034634,MOLM14,BAY1251152,CDK9,wilcox,GMP-like,-3.905208698129587,BAY1251152 [MOLM14]
0,ProMono-like,1.0327955,0.23835786,0.3016995824783478,OCIAML2,Brequinar,DHODH,wilcox,ProMono-like,1.1983235167148383,Brequinar [OCIAML2]
1,GMP-like,0.7745967,0.049702324,0.4385780260809998,OCIAML2,Brequinar,DHODH,wilcox,GMP-like,0.8242175443879222,Brequinar [OCIAML2]
2,cDC-like,0.2581989,0.021675551,0.7962534147376392,OCIAML2,Brequinar,DHODH,wilcox,cDC-like,0.22783778358045198,Brequinar [OCIAML2]
3,LSPC-Primed,0.2581989,0.012020426,0.7962534147376392,OCIAML2,Brequinar,DHODH,wilcox,LSPC-Primed,0.22783778358045198,Brequinar [OCIAML2]
4,LSPC-Quiescent,-0.2581989,-0.051097624,0.7962534147376392,OCIAML2,Brequinar,DHODH,wilcox,LSPC-Quiescent,-0.22783778358045198,Brequinar [OCIAML2]
5,LSPC-Cycle,-0.2581989,0.0025285152,0.7962534147376392,OCIAML2,Brequinar,DHODH,wilcox,LSPC-Cycle,-0.22783778358045198,Brequinar [OCIAML2]
6,PC2,-0.5163978,0.089648515,0.6055766163353464,OCIAML2,Brequinar,DHODH,wilcox,PC2,-0.501574189996472,Brequinar [OCIAML2]
7,Mono-like,-1.5491934,-0.23953962,0.12133525035848211,OCIAML2,Brequinar,DHODH,wilcox,Mono-like,-2.1091979004805,Brequinar [OCIAML2]
0,Mono-like,2.32379,0.6831516,0.02013675155034634,OCIAML2,BAY155,Menin-MLL,wilcox,Mono-like,3.905208698129587,BAY155 [OCIAML2]
1,LSPC-Quiescent,2.32379,0.6097284,0.02013675155034634,OCIAML2,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,3.905208698129587,BAY155 [OCIAML2]
2,GMP-like,2.32379,1.0875643,0.02013675155034634,OCIAML2,BAY155,Menin-MLL,wilcox,GMP-like,3.905208698129587,BAY155 [OCIAML2]
3,ProMono-like,0.0,-0.19056323,1.0,OCIAML2,BAY155,Menin-MLL,wilcox,ProMono-like,-0.0,BAY155 [OCIAML2]
4,PC2,-0.2581989,0.049482826,0.7962534147376392,OCIAML2,BAY155,Menin-MLL,wilcox,PC2,-0.22783778358045198,BAY155 [OCIAML2]
5,cDC-like,-1.8073922,-0.09854795,0.07070114486598297,OCIAML2,BAY155,Menin-MLL,wilcox,cDC-like,-2.6492935129153454,BAY155 [OCIAML2]
6,LSPC-Primed,-2.32379,-0.44835246,0.02013675155034634,OCIAML2,BAY155,Menin-MLL,wilcox,LSPC-Primed,-3.905208698129587,BAY155 [OCIAML2]
7,LSPC-Cycle,-2.32379,-0.2750626,0.02013675155034634,OCIAML2,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-3.905208698129587,BAY155 [OCIAML2]
0,PC2,1.963961,-1.4625298,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,PC2,3.005083592450989,EPZ5676 [OCIAML2]
1,cDC-like,1.963961,0.24121206,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,cDC-like,3.005083592450989,EPZ5676 [OCIAML2]
2,ProMono-like,1.963961,4.9237137,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [OCIAML2]
3,Mono-like,1.963961,2.4023929,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,Mono-like,3.005083592450989,EPZ5676 [OCIAML2]
4,GMP-like,1.963961,0.7874783,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,GMP-like,3.005083592450989,EPZ5676 [OCIAML2]
5,LSPC-Cycle,-1.5275252,-0.097769015,0.12663045794761718,OCIAML2,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-2.0664822141033747,EPZ5676 [OCIAML2]
6,LSPC-Quiescent,-1.963961,-0.4855736,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-3.005083592450989,EPZ5676 [OCIAML2]
7,LSPC-Primed,-1.963961,-0.17453222,0.049534613435626706,OCIAML2,EPZ5676,DOT1L,wilcox,LSPC-Primed,-3.005083592450989,EPZ5676 [OCIAML2]
0,PC2,2.32379,-2.4399326,0.02013675155034634,OCIAML2,OTX015,BET,wilcox,PC2,3.905208698129587,OTX015 [OCIAML2]
1,LSPC-Cycle,2.32379,0.42733917,0.02013675155034634,OCIAML2,OTX015,BET,wilcox,LSPC-Cycle,3.905208698129587,OTX015 [OCIAML2]
2,cDC-like,1.8073922,0.14523044,0.07070114486598297,OCIAML2,OTX015,BET,wilcox,cDC-like,2.6492935129153454,OTX015 [OCIAML2]
3,LSPC-Primed,1.8073922,0.2626806,0.07070114486598297,OCIAML2,OTX015,BET,wilcox,LSPC-Primed,2.6492935129153454,OTX015 [OCIAML2]
4,ProMono-like,0.2581989,0.095610596,0.7962534147376392,OCIAML2,OTX015,BET,wilcox,ProMono-like,0.22783778358045198,OTX015 [OCIAML2]
5,Mono-like,-2.32379,-0.9173501,0.02013675155034634,OCIAML2,OTX015,BET,wilcox,Mono-like,-3.905208698129587,OTX015 [OCIAML2]
6,LSPC-Quiescent,-2.32379,-27.044537,0.02013675155034634,OCIAML2,OTX015,BET,wilcox,LSPC-Quiescent,-3.905208698129587,OTX015 [OCIAML2]
7,GMP-like,-2.32379,-0.5622826,0.02013675155034634,OCIAML2,OTX015,BET,wilcox,GMP-like,-3.905208698129587,OTX015 [OCIAML2]
0,ProMono-like,2.065591,0.9627748,0.03886710381241724,OCIAML2,BAY1251152,CDK9,wilcox,ProMono-like,3.2476070464793376,BAY1251152 [OCIAML2]
1,cDC-like,1.5491934,0.08700195,0.12133525035848211,OCIAML2,BAY1251152,CDK9,wilcox,cDC-like,2.1091979004805,BAY1251152 [OCIAML2]
2,LSPC-Quiescent,1.0327955,0.64727926,0.3016995824783478,OCIAML2,BAY1251152,CDK9,wilcox,LSPC-Quiescent,1.1983235167148383,BAY1251152 [OCIAML2]
3,GMP-like,-0.2581989,-0.01485509,0.7962534147376392,OCIAML2,BAY1251152,CDK9,wilcox,GMP-like,-0.22783778358045198,BAY1251152 [OCIAML2]
4,LSPC-Cycle,-1.5491934,-0.21550603,0.12133525035848211,OCIAML2,BAY1251152,CDK9,wilcox,LSPC-Cycle,-2.1091979004805,BAY1251152 [OCIAML2]
5,LSPC-Primed,-2.065591,-0.38314292,0.03886710381241724,OCIAML2,BAY1251152,CDK9,wilcox,LSPC-Primed,-3.2476070464793376,BAY1251152 [OCIAML2]
6,PC2,-2.32379,0.91962487,0.02013675155034634,OCIAML2,BAY1251152,CDK9,wilcox,PC2,-3.905208698129587,BAY1251152 [OCIAML2]
7,Mono-like,-2.32379,-1.641858,0.02013675155034634,OCIAML2,BAY1251152,CDK9,wilcox,Mono-like,-3.905208698129587,BAY1251152 [OCIAML2]
0,PC2,1.963961,1.5316783,0.049534613435626706,NOMO1,Brequinar,DHODH,wilcox,PC2,3.005083592450989,Brequinar [NOMO1]
1,ProMono-like,1.963961,0.94797254,0.049534613435626706,NOMO1,Brequinar,DHODH,wilcox,ProMono-like,3.005083592450989,Brequinar [NOMO1]
2,LSPC-Cycle,1.963961,0.5612739,0.049534613435626706,NOMO1,Brequinar,DHODH,wilcox,LSPC-Cycle,3.005083592450989,Brequinar [NOMO1]
3,LSPC-Primed,1.0910895,1.0795064,0.27523352407483426,NOMO1,Brequinar,DHODH,wilcox,LSPC-Primed,1.2901353632096608,Brequinar [NOMO1]
4,cDC-like,0.65465367,0.21028396,0.5126907602619233,NOMO1,Brequinar,DHODH,wilcox,cDC-like,0.6680824220792302,Brequinar [NOMO1]
5,Mono-like,0.65465367,0.102629185,0.5126907602619233,NOMO1,Brequinar,DHODH,wilcox,Mono-like,0.6680824220792302,Brequinar [NOMO1]
6,LSPC-Quiescent,-1.963961,-2.3239353,0.049534613435626706,NOMO1,Brequinar,DHODH,wilcox,LSPC-Quiescent,-3.005083592450989,Brequinar [NOMO1]
7,GMP-like,-1.963961,-0.24885355,0.049534613435626706,NOMO1,Brequinar,DHODH,wilcox,GMP-like,-3.005083592450989,Brequinar [NOMO1]
0,PC2,1.963961,0.8606204,0.049534613435626706,NOMO1,BAY155,Menin-MLL,wilcox,PC2,3.005083592450989,BAY155 [NOMO1]
1,ProMono-like,1.963961,1.47907,0.049534613435626706,NOMO1,BAY155,Menin-MLL,wilcox,ProMono-like,3.005083592450989,BAY155 [NOMO1]
2,Mono-like,1.0910895,0.096047,0.27523352407483426,NOMO1,BAY155,Menin-MLL,wilcox,Mono-like,1.2901353632096608,BAY155 [NOMO1]
3,LSPC-Primed,0.8728716,1.5812995,0.38273308888522595,NOMO1,BAY155,Menin-MLL,wilcox,LSPC-Primed,0.9604174286073185,BAY155 [NOMO1]
4,cDC-like,-0.2182179,-0.1337957,0.8272593465627113,NOMO1,BAY155,Menin-MLL,wilcox,cDC-like,-0.1896370338910093,BAY155 [NOMO1]
5,LSPC-Quiescent,-0.65465367,-0.22974145,0.5126907602619233,NOMO1,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-0.6680824220792302,BAY155 [NOMO1]
6,LSPC-Cycle,-1.963961,-1.613956,0.049534613435626706,NOMO1,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-3.005083592450989,BAY155 [NOMO1]
7,GMP-like,-1.963961,-0.16598739,0.049534613435626706,NOMO1,BAY155,Menin-MLL,wilcox,GMP-like,-3.005083592450989,BAY155 [NOMO1]
0,PC2,1.963961,-1.9615026,0.049534613435626706,NOMO1,EPZ5676,DOT1L,wilcox,PC2,3.005083592450989,EPZ5676 [NOMO1]
1,ProMono-like,1.963961,1.1972765,0.049534613435626706,NOMO1,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [NOMO1]
2,Mono-like,1.5275252,0.5591824,0.12663045794761718,NOMO1,EPZ5676,DOT1L,wilcox,Mono-like,2.0664822141033747,EPZ5676 [NOMO1]
3,LSPC-Quiescent,0.65465367,0.13897695,0.5126907602619233,NOMO1,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,0.6680824220792302,EPZ5676 [NOMO1]
4,LSPC-Cycle,-0.4364358,-2.1801305,0.6625205835400574,NOMO1,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-0.4117036521099803,EPZ5676 [NOMO1]
5,LSPC-Primed,-0.65465367,-0.6073524,0.5126907602619233,NOMO1,EPZ5676,DOT1L,wilcox,LSPC-Primed,-0.6680824220792302,EPZ5676 [NOMO1]
6,cDC-like,-1.963961,-0.6538223,0.049534613435626706,NOMO1,EPZ5676,DOT1L,wilcox,cDC-like,-3.005083592450989,EPZ5676 [NOMO1]
7,GMP-like,-1.963961,-0.37588784,0.049534613435626706,NOMO1,EPZ5676,DOT1L,wilcox,GMP-like,-3.005083592450989,EPZ5676 [NOMO1]
0,LSPC-Primed,1.963961,2.8185482,0.049534613435626706,NOMO1,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [NOMO1]
1,LSPC-Cycle,1.963961,0.3468086,0.049534613435626706,NOMO1,OTX015,BET,wilcox,LSPC-Cycle,3.005083592450989,OTX015 [NOMO1]
2,cDC-like,1.0910895,0.28656137,0.27523352407483426,NOMO1,OTX015,BET,wilcox,cDC-like,1.2901353632096608,OTX015 [NOMO1]
3,ProMono-like,1.0910895,0.78475,0.27523352407483426,NOMO1,OTX015,BET,wilcox,ProMono-like,1.2901353632096608,OTX015 [NOMO1]
4,GMP-like,0.65465367,0.04619214,0.5126907602619233,NOMO1,OTX015,BET,wilcox,GMP-like,0.6680824220792302,OTX015 [NOMO1]
5,PC2,-0.2182179,-0.0010303586,0.8272593465627113,NOMO1,OTX015,BET,wilcox,PC2,-0.1896370338910093,OTX015 [NOMO1]
6,Mono-like,-1.0910895,-0.42655155,0.27523352407483426,NOMO1,OTX015,BET,wilcox,Mono-like,-1.2901353632096608,OTX015 [NOMO1]
7,LSPC-Quiescent,-1.963961,-2.382878,0.049534613435626706,NOMO1,OTX015,BET,wilcox,LSPC-Quiescent,-3.005083592450989,OTX015 [NOMO1]
0,LSPC-Quiescent,1.963961,0.763662,0.049534613435626706,NOMO1,BAY1251152,CDK9,wilcox,LSPC-Quiescent,3.005083592450989,BAY1251152 [NOMO1]
1,ProMono-like,1.0910895,0.7320158,0.27523352407483426,NOMO1,BAY1251152,CDK9,wilcox,ProMono-like,1.2901353632096608,BAY1251152 [NOMO1]
2,GMP-like,0.2182179,0.026981842,0.8272593465627113,NOMO1,BAY1251152,CDK9,wilcox,GMP-like,0.1896370338910093,BAY1251152 [NOMO1]
3,cDC-like,-0.65465367,-0.10741623,0.5126907602619233,NOMO1,BAY1251152,CDK9,wilcox,cDC-like,-0.6680824220792302,BAY1251152 [NOMO1]
4,LSPC-Primed,-1.3093073,-23.253048,0.19043026382552397,NOMO1,BAY1251152,CDK9,wilcox,LSPC-Primed,-1.6584692205924063,BAY1251152 [NOMO1]
5,PC2,-1.963961,,0.049534613435626706,NOMO1,BAY1251152,CDK9,wilcox,PC2,-3.005083592450989,BAY1251152 [NOMO1]
6,Mono-like,-1.963961,-0.24523805,0.049534613435626706,NOMO1,BAY1251152,CDK9,wilcox,Mono-like,-3.005083592450989,BAY1251152 [NOMO1]
7,LSPC-Cycle,-1.963961,-1.4631602,0.049534613435626706,NOMO1,BAY1251152,CDK9,wilcox,LSPC-Cycle,-3.005083592450989,BAY1251152 [NOMO1]
0,PC2,1.963961,-0.44983637,0.049534613435626706,ML2,Brequinar,DHODH,wilcox,PC2,3.005083592450989,Brequinar [ML2]
1,ProMono-like,1.963961,0.72995216,0.049534613435626706,ML2,Brequinar,DHODH,wilcox,ProMono-like,3.005083592450989,Brequinar [ML2]
2,LSPC-Primed,1.0910895,0.21606165,0.27523352407483426,ML2,Brequinar,DHODH,wilcox,LSPC-Primed,1.2901353632096608,Brequinar [ML2]
3,Mono-like,0.65465367,24.606274,0.5126907602619233,ML2,Brequinar,DHODH,wilcox,Mono-like,0.6680824220792302,Brequinar [ML2]
4,GMP-like,0.2182179,0.034615565,0.8272593465627113,ML2,Brequinar,DHODH,wilcox,GMP-like,0.1896370338910093,Brequinar [ML2]
5,LSPC-Quiescent,0.0,0.0,1.0,ML2,Brequinar,DHODH,wilcox,LSPC-Quiescent,-0.0,Brequinar [ML2]
6,cDC-like,-1.0910895,-0.18750156,0.27523352407483426,ML2,Brequinar,DHODH,wilcox,cDC-like,-1.2901353632096608,Brequinar [ML2]
7,LSPC-Cycle,-1.963961,-1.3648993,0.049534613435626706,ML2,Brequinar,DHODH,wilcox,LSPC-Cycle,-3.005083592450989,Brequinar [ML2]
0,ProMono-like,1.963961,0.9025145,0.049534613435626706,ML2,BAY155,Menin-MLL,wilcox,ProMono-like,3.005083592450989,BAY155 [ML2]
1,LSPC-Primed,1.5275252,0.61354834,0.12663045794761718,ML2,BAY155,Menin-MLL,wilcox,LSPC-Primed,2.0664822141033747,BAY155 [ML2]
2,Mono-like,0.0,0.0,1.0,ML2,BAY155,Menin-MLL,wilcox,Mono-like,-0.0,BAY155 [ML2]
3,LSPC-Quiescent,0.0,0.0,1.0,ML2,BAY155,Menin-MLL,wilcox,LSPC-Quiescent,-0.0,BAY155 [ML2]
4,LSPC-Cycle,-0.2182179,-0.13203494,0.8272593465627113,ML2,BAY155,Menin-MLL,wilcox,LSPC-Cycle,-0.1896370338910093,BAY155 [ML2]
5,PC2,-0.65465367,0.081860945,0.5126907602619233,ML2,BAY155,Menin-MLL,wilcox,PC2,-0.6680824220792302,BAY155 [ML2]
6,cDC-like,-1.5275252,-0.33723307,0.12663045794761718,ML2,BAY155,Menin-MLL,wilcox,cDC-like,-2.0664822141033747,BAY155 [ML2]
7,GMP-like,-1.5275252,-0.25462103,0.12663045794761718,ML2,BAY155,Menin-MLL,wilcox,GMP-like,-2.0664822141033747,BAY155 [ML2]
0,ProMono-like,1.963961,0.7306108,0.049534613435626706,ML2,EPZ5676,DOT1L,wilcox,ProMono-like,3.005083592450989,EPZ5676 [ML2]
1,GMP-like,1.5275252,0.20835103,0.12663045794761718,ML2,EPZ5676,DOT1L,wilcox,GMP-like,2.0664822141033747,EPZ5676 [ML2]
2,PC2,0.65465367,-0.08619027,0.5126907602619233,ML2,EPZ5676,DOT1L,wilcox,PC2,0.6680824220792302,EPZ5676 [ML2]
3,cDC-like,0.65465367,0.07187391,0.5126907602619233,ML2,EPZ5676,DOT1L,wilcox,cDC-like,0.6680824220792302,EPZ5676 [ML2]
4,Mono-like,0.0,0.0,1.0,ML2,EPZ5676,DOT1L,wilcox,Mono-like,-0.0,EPZ5676 [ML2]
5,LSPC-Quiescent,0.0,0.0,1.0,ML2,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-0.0,EPZ5676 [ML2]
6,LSPC-Primed,-0.2182179,-0.16461371,0.8272593465627113,ML2,EPZ5676,DOT1L,wilcox,LSPC-Primed,-0.1896370338910093,EPZ5676 [ML2]
7,LSPC-Cycle,-1.963961,-0.5652186,0.049534613435626706,ML2,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-3.005083592450989,EPZ5676 [ML2]
0,PC2,1.963961,-1.2830937,0.049534613435626706,ML2,OTX015,BET,wilcox,PC2,3.005083592450989,OTX015 [ML2]
1,ProMono-like,1.963961,1.0332986,0.049534613435626706,ML2,OTX015,BET,wilcox,ProMono-like,3.005083592450989,OTX015 [ML2]
2,LSPC-Primed,1.963961,1.2384851,0.049534613435626706,ML2,OTX015,BET,wilcox,LSPC-Primed,3.005083592450989,OTX015 [ML2]
3,LSPC-Cycle,1.963961,0.80344176,0.049534613435626706,ML2,OTX015,BET,wilcox,LSPC-Cycle,3.005083592450989,OTX015 [ML2]
4,cDC-like,1.0910895,0.1094322,0.27523352407483426,ML2,OTX015,BET,wilcox,cDC-like,1.2901353632096608,OTX015 [ML2]
5,Mono-like,0.0,0.0,1.0,ML2,OTX015,BET,wilcox,Mono-like,-0.0,OTX015 [ML2]
6,LSPC-Quiescent,0.0,0.0,1.0,ML2,OTX015,BET,wilcox,LSPC-Quiescent,-0.0,OTX015 [ML2]
7,GMP-like,-1.963961,-1.4974457,0.049534613435626706,ML2,OTX015,BET,wilcox,GMP-like,-3.005083592450989,OTX015 [ML2]
0,ProMono-like,1.963961,1.1891849,0.049534613435626706,ML2,BAY1251152,CDK9,wilcox,ProMono-like,3.005083592450989,BAY1251152 [ML2]
1,LSPC-Primed,1.5275252,0.9086461,0.12663045794761718,ML2,BAY1251152,CDK9,wilcox,LSPC-Primed,2.0664822141033747,BAY1251152 [ML2]
2,LSPC-Cycle,1.0910895,0.16399768,0.27523352407483426,ML2,BAY1251152,CDK9,wilcox,LSPC-Cycle,1.2901353632096608,BAY1251152 [ML2]
3,LSPC-Quiescent,0.65465367,23.848915,0.5126907602619233,ML2,BAY1251152,CDK9,wilcox,LSPC-Quiescent,0.6680824220792302,BAY1251152 [ML2]
4,Mono-like,0.0,0.0,1.0,ML2,BAY1251152,CDK9,wilcox,Mono-like,-0.0,BAY1251152 [ML2]
5,PC2,-1.0910895,0.06732255,0.27523352407483426,ML2,BAY1251152,CDK9,wilcox,PC2,-1.2901353632096608,BAY1251152 [ML2]
6,cDC-like,-1.963961,-0.43643174,0.049534613435626706,ML2,BAY1251152,CDK9,wilcox,cDC-like,-3.005083592450989,BAY1251152 [ML2]
7,GMP-like,-1.963961,-0.6671788,0.049534613435626706,ML2,BAY1251152,CDK9,wilcox,GMP-like,-3.005083592450989,BAY1251152 [ML2]
0,PC2,1.963961,,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,PC2,3.005083592450989,Brequinar [MV411]
1,Mono-like,1.963961,28.078508,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,Mono-like,3.005083592450989,Brequinar [MV411]
2,LSPC-Quiescent,-0.65465367,-0.093043074,0.5126907602619233,MV411,Brequinar,DHODH,wilcox,LSPC-Quiescent,-0.6680824220792302,Brequinar [MV411]
3,cDC-like,-1.963961,-0.52816004,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,cDC-like,-3.005083592450989,Brequinar [MV411]
4,ProMono-like,-1.963961,-0.86766666,0.049534613435626706,MV411,Brequinar,DHODH,wilcox,ProMono-like,-3.005083592450989,Brequinar [MV411]
